CPU: Core Solo / Duo, speed 600 MHz (estimated)
Counted CPU_CLK_UNHALTED events (Unhalted clock cycles) with a unit mask of 0x00 (Unhalted core cycles) count 100000
samples  %        image name               symbol name
9        9.0e-04  slim                     proposition_eval
9        9.0e-04  slim                     proposition_get_rule
8        8.0e-04  slim                     lmn_rule_get_inst_seq
8        8.0e-04  slim                     propsyms_get
7        7.0e-04  slim                     transition_get_formula
5        5.0e-04  [vdso] (tgid:18749 range:0xb80c6000-0xb80c7000) (no symbols)
3        3.0e-04  slim                     instr_var_arg_make
2        2.0e-04  slim                     arg_list_free
2        2.0e-04  slim                     arg_list_push
2        2.0e-04  slim                     inst_arg_get_type
1        1.0e-04  slim                     arg_list_get
1        1.0e-04  slim                     context_make
1        1.0e-04  slim                     inst_arg_free
1        1.0e-04  slim                     inst_free
1        1.0e-04  slim                     inst_get_args
1        1.0e-04  slim                     lmn_calloc
1        1.0e-04  slim                     lmn_set_ruleset
1        1.0e-04  slim                     load_arg
1        1.0e-04  slim                     load_inst_block
1        1.0e-04  slim                     propsymlex
1        1.0e-04  slim                     propsymparse
1        1.0e-04  slim                     string_arg_make
1        1.0e-04  slim                     yy_get_next_buffer
1        1.0e-04  slim                     yy_init_globals
